sp_com,sp_sci,food_type,wax_visible,wax_amount,age,sex,lat,lon,imageID,date,timestart,timefinish,waxplacement,waxfinished,cameratrap,guided,time_from_harvesttoplaced,trial,timestart_UNIX,timefinish_UNIX,waxplacement_UNIX,waxfinished_UNIX,duration,timeafterplacement,timefromwaxfinish,waxduration,censored,final_animal,arrival,cameratrap_endtimeUNIX,trapduration,interval start,interval finish,trap_duration_days,offset,offset_days
Striped bush squirrel,Paraxerus flavovittis,wax,1,1,A,M,-12.13637,38.08819,IMAG0244,30-08-17,30-08-17 16:19,30-08-17 16:20,29-08-17 13:24,31-08-17 1:21,Ltl Acorn,Y,0,7,1504109983,1504110056,1504013059,1504142485,73,96924,32502,129426,1,honeybadger,A,1504142485,129426,1504013059,1504048880,2.78,35821,0.415
Crested francolin,Dendroperdix sephaena,not_eating ,1,1,A,U,-12.13637,38.08819,IMAG0248,30-08-17,30-08-17 17:38,30-08-17 17:39,29-08-17 13:24,31-08-17 1:21,Ltl Acorn,Y,0,7,1504114737,1504114753,1504013059,1504142485,17,101678,27748,129426,1,honeybadger,A,1504142485,129426,1504013059,1504048880,2.78,35821,0.415
Honey badger,Mellivora capensis,wax,1,1,A,U,-12.13637,38.08819,IMAG0250,31-08-17,31-08-17 1:15,31-08-17 1:21,29-08-17 13:24,31-08-17 1:21,Ltl Acorn,Y,0,7,1504142141,1504142485,1504013059,1504142485,344,129082,344,129426,1,honeybadger,B,1504142485,129426,1504048880,1504142485,2.78,93605,1.083
Striped bush squirrel,Paraxerus flavovittis,not_eating ,0,0,A,U,-12.13637,38.08819,IMAG0266,31-08-17,31-08-17 9:58,31-08-17 10:15,29-08-17 13:24,31-08-17 1:21,Ltl Acorn,Y,0,7,1504173536,1504174504,1504013059,1504142485,968,160477,-31051,129426,1,honeybadger,C,1504142485,129426,1504142485,1504253584,2.78,111099,1.286
Striped bush squirrel,Paraxerus flavovittis,not_eating ,0,0,A,M,-12.13637,38.08819,IMAG0276,31-08-17,31-08-17 10:31,31-08-17 10:31,29-08-17 13:24,31-08-17 1:21,Ltl Acorn,Y,0,7,1504175504,1504175511,1504013059,1504142485,7,162446,-33019,129426,1,honeybadger,C,1504142485,129426,1504142485,1504253584,2.78,111099,1.286
Striped bush squirrel,Paraxerus flavovittis,eating_fooduncertain,0,0,A,M,-12.13637,38.08819,IMAG0306,31-08-17,31-08-17 12:39,31-08-17 12:39,29-08-17 13:24,31-08-17 1:21,Ltl Acorn,Y,0,7,1504183181,1504183197,1504013059,1504142485,17,170122,-40696,129426,1,honeybadger,C,1504142485,129426,1504142485,1504253584,2.78,111099,1.286
Striped bush squirrel,Paraxerus flavovittis,not_eating ,0,0,A,M,-12.13637,38.08819,IMAG0316,31-08-17,31-08-17 13:26,31-08-17 13:26,29-08-17 13:24,31-08-17 1:21,Ltl Acorn,Y,0,7,1504185964,1504185979,1504013059,1504142485,15,172905,-43479,129426,1,honeybadger,C,1504142485,129426,1504142485,1504253584,2.78,111099,1.286
Striped bush squirrel,Paraxerus flavovittis,not_eating ,0,0,A,M,-12.13637,38.08819,IMAG0320,31-08-17,31-08-17 14:04,31-08-17 14:04,29-08-17 13:24,31-08-17 1:21,Ltl Acorn,Y,0,7,1504188271,1504188286,1504013059,1504142485,15,175213,-45786,129426,1,honeybadger,C,1504142485,129426,1504142485,1504253584,2.78,111099,1.286
Mozambique Agama,Agama mossambica,not_eating ,0,0,A,U,-12.13637,38.08819,IMAG0320,31-08-17,31-08-17 14:04,31-08-17 14:15,29-08-17 13:24,31-08-17 1:21,Ltl Acorn,Y,0,7,1504188271,1504188921,1504013059,1504142485,650,175213,-45786,129426,1,honeybadger,C,1504142485,129426,1504142485,1504253584,2.78,111099,1.286
Scaly-throated honeyguide,Indicator variegatus,not_eating ,0,0,A,U,-12.13637,38.08819,IMAG0324,01-09-17,01-09-17 8:08,01-09-17 8:13,29-08-17 13:24,31-08-17 1:21,Ltl Acorn,Y,0,7,1504253280,1504253584,1504013059,1504142485,304,240221,-110795,129426,1,honeybadger,C,1504142485,129426,1504142485,1504253584,2.78,111099,1.286
Greater honeyguide,Indicator indicator,wax,1,4,A,F,-12.13145,38.10027,IMAG0020,05-09-17,05-09-17 14:49,05-09-17 14:59,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504622982,1504623546,1504610940,1504896778,565,12042,273796,285838,1,honeybadger,A,1505387948,777008,1504610940,1504634766,8.99,23826,0.276
Greater honeyguide,Indicator indicator,wax,1,4,A,F,-12.13145,38.10027,IMAG0023,05-09-17,05-09-17 15:03,05-09-17 15:18,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504623797,1504624732,1504610940,1504896778,936,12857,272981,285838,1,honeybadger,A,1505387948,777008,1504610940,1504634766,8.99,23826,0.276
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.13145,38.10027,IMAG0029,05-09-17,05-09-17 15:25,05-09-17 15:26,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504625159,1504625172,1504610940,1504896778,13,14220,271619,285838,1,honeybadger,A,1505387948,777008,1504610940,1504634766,8.99,23826,0.276
Striped bush squirrel,Paraxerus flavovittis,wax,1,4,A,U,-12.13145,38.10027,IMAG0030,05-09-17,05-09-17 15:27,05-09-17 15:39,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504625262,1504625956,1504610940,1504896778,694,14322,271516,285838,1,honeybadger,A,1505387948,777008,1504610940,1504634766,8.99,23826,0.276
Striped bush squirrel,Paraxerus flavovittis,wax,1,4,A,U,-12.13145,38.10027,IMAG0034,05-09-17,05-09-17 17:22,05-09-17 17:23,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504632165,1504632214,1504610940,1504896778,49,21226,264613,285838,1,honeybadger,A,1505387948,777008,1504610940,1504634766,8.99,23826,0.276
Honey badger,Mellivora capensis,wax,1,4,A,U,-12.13145,38.10027,IMAG0038,05-09-17,05-09-17 18:06,05-09-17 18:24,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504634766,1504635867,1504610940,1504896778,1102,23826,262012,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
Honey badger,Mellivora capensis,not_eating ,1,2,A,U,-12.13145,38.10027,IMAG0072,05-09-17,05-09-17 18:32,05-09-17 18:36,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504636359,1504636587,1504610940,1504896778,228,25419,260419,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
Honey badger,Mellivora capensis,not_eating ,1,2,A,U,-12.13145,38.10027,IMAG0074,05-09-17,05-09-17 18:41,05-09-17 19:02,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504636860,1504638165,1504610940,1504896778,1305,25921,259918,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
Mellers mongoose,Rhynchogale melleri,not_eating ,1,2,A,U,-12.13145,38.10027,IMAG0102,06-09-17,06-09-17 2:01,06-09-17 2:03,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504663286,1504663431,1504610940,1504896778,146,52346,233492,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
Greater honeyguide,Indicator indicator,wax,1,2,A,F,-12.13145,38.10027,IMAG0105,06-09-17,06-09-17 5:59,06-09-17 5:59,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504677556,1504677566,1504610940,1504896778,11,66616,219222,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
Greater honeyguide,Indicator indicator,wax,1,2,A,F,-12.13145,38.10027,IMAG0107,06-09-17,06-09-17 6:09,06-09-17 6:09,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504678180,1504678190,1504610940,1504896778,11,67240,218598,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
Greater honeyguide,Indicator indicator,wax,1,2,A,F,-12.13145,38.10027,IMAG0110,06-09-17,06-09-17 6:13,06-09-17 6:21,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504678429,1504678895,1504610940,1504896778,467,67489,218349,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
Greater honeyguide,Indicator indicator,wax,1,2,A,F,-12.13145,38.10027,IMAG0120,06-09-17,06-09-17 6:25,06-09-17 6:26,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504679153,1504679217,1504610940,1504896778,64,68213,217625,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
Greater honeyguide,Indicator indicator,wax,1,2,A,F,-12.13145,38.10027,IMAG0122,06-09-17,06-09-17 6:28,06-09-17 6:29,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504679337,1504679342,1504610940,1504896778,5,68398,217441,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
Greater honeyguide,Indicator indicator,wax,1,2,A,F,-12.13145,38.10027,IMAG0125,06-09-17,06-09-17 6:34,06-09-17 6:35,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504679652,1504679724,1504610940,1504896778,73,68712,217126,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
Greater honeyguide,Indicator indicator,wax,1,2,A,F,-12.13145,38.10027,IMAG0128,06-09-17,06-09-17 6:39,06-09-17 6:39,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504679957,1504679962,1504610940,1504896778,5,69017,216821,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
Striped bush squirrel,Paraxerus flavovittis,wax,1,2,A,U,-12.13145,38.10027,IMAG0129,06-09-17,06-09-17 6:42,06-09-17 6:43,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504680164,1504680194,1504610940,1504896778,31,69224,216614,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
Greater honeyguide,Indicator indicator,wax,1,2,A,F,-12.13145,38.10027,IMAG0131,06-09-17,06-09-17 6:47,06-09-17 6:50,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504680446,1504680631,1504610940,1504896778,185,69506,216332,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
Striped bush squirrel,Paraxerus flavovittis,wax,1,2,A,U,-12.13145,38.10027,IMAG0136,06-09-17,06-09-17 6:59,06-09-17 7:20,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504681164,1504682455,1504610940,1504896778,1292,70224,215614,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
Greater honeyguide,Indicator indicator,wax,1,2,A,F,-12.13145,38.10027,IMAG0136,06-09-17,06-09-17 6:59,06-09-17 7:01,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504681164,1504681301,1504610940,1504896778,138,70224,215614,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
Greater honeyguide,Indicator indicator,wax,1,2,J,F,-12.13145,38.10027,IMAG0142,06-09-17,06-09-17 7:12,06-09-17 7:13,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504681934,1504681990,1504610940,1504896778,56,70995,214844,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
Greater honeyguide,Indicator indicator,wax,1,2,J,F,-12.13145,38.10027,IMAG0152,06-09-17,06-09-17 7:29,06-09-17 7:37,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504682990,1504683428,1504610940,1504896778,438,72050,213788,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
Striped bush squirrel,Paraxerus flavovittis,wax,1,2,A,U,-12.13145,38.10027,IMAG0156,06-09-17,06-09-17 7:37,06-09-17 7:40,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504683428,1504683656,1504610940,1504896778,229,72488,213350,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
Striped bush squirrel,Paraxerus flavovittis,wax,1,2,A,U,-12.13145,38.10027,IMAG0161,06-09-17,06-09-17 8:10,06-09-17 8:18,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504685450,1504685892,1504610940,1504896778,443,74510,211328,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
Striped bush squirrel,Paraxerus flavovittis,wax,1,2,A,U,-12.13145,38.10027,IMAG0168,06-09-17,06-09-17 8:25,06-09-17 8:29,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504686324,1504686573,1504610940,1504896778,250,75384,210454,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
Striped bush squirrel,Paraxerus flavovittis,wax,1,2,A,U,-12.13145,38.10027,IMAG0173,06-09-17,06-09-17 8:38,06-09-17 8:43,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504687085,1504687418,1504610940,1504896778,334,76145,209693,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
Striped bush squirrel,Paraxerus flavovittis,wax,1,2,A,U,-12.13145,38.10027,IMAG0179,06-09-17,06-09-17 9:44,06-09-17 9:46,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504691070,1504691186,1504610940,1504896778,117,80131,205708,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
Greater honeyguide,Indicator indicator,wax,1,2,J,F,-12.13145,38.10027,IMAG0185,06-09-17,06-09-17 10:57,06-09-17 10:57,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504695429,1504695437,1504610940,1504896778,8,84490,201349,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
Greater honeyguide,Indicator indicator,eating_fooduncertain,1,2,J,F,-12.13145,38.10027,IMAG0195,06-09-17,06-09-17 14:08,06-09-17 14:08,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504706893,1504706897,1504610940,1504896778,5,95953,189885,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
Striped bush squirrel,Paraxerus flavovittis,not_eating ,1,2,A,U,-12.13145,38.10027,IMAG0197,06-09-17,06-09-17 15:10,06-09-17 15:11,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504710611,1504710717,1504610940,1504896778,107,99671,186167,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
Striped bush squirrel,Paraxerus flavovittis,not_eating ,1,2,A,U,-12.13145,38.10027,IMAG0200,06-09-17,06-09-17 15:27,06-09-17 15:27,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504711659,1504711661,1504610940,1504896778,2,100720,185119,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
Striped bush squirrel,Paraxerus flavovittis,not_eating ,1,2,A,U,-12.13145,38.10027,IMAG0201,06-09-17,06-09-17 15:47,06-09-17 15:47,05-09-17 11:29,08-09-17 18:52,Ltl Acorn,Y,2,8,1504712824,1504712827,1504610940,1504896778,4,101884,183954,285838,1,honeybadger,B,1505387948,777008,1504634766,1504896778,8.99,262012,3.033
